Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
YP_005352871,Wigeon coronavirus HKU20,RefSeq,GCF_000895415.1,NC_016995,,"Woo,P.C., Lau,S.K., Lam,C.S., Lau,C.C., Tsang,A.K., Lau,J.H., Bai,R., Teng,J.L., Tsang,C.C., Wang,M., Zheng,B.J., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Lam,C.S.F., Lau,C.C.Y., Tsang,A.K.L., Lau,J.H.N., Teng,J.L.L., Tsang,C.C.C., Zheng,B.-J., Chan,K.-H., Yuen,K.-Y.",2012-03-30,,Wigeon coronavirus HKU20,Deltacoronavirus,Coronaviridae,ssRNA(+),1212,,,1,spike glycoprotein,China: Hong Kong,China,,Mareca,,2008,,PRJNA485481,spike glycoprotein [Wigeon coronavirus HKU20]
YP_005352881,Common moorhen coronavirus HKU21,RefSeq,GCF_000896895.1,NC_016996,,"Woo,P.C., Lau,S.K., Lam,C.S., Lau,C.C., Tsang,A.K., Lau,J.H., Bai,R., Teng,J.L., Tsang,C.C., Wang,M., Zheng,B.J., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Lam,C.S.F., Lau,C.C.Y., Tsang,A.K.L., Lau,J.H.N., Teng,J.L.L., Tsang,C.C.C., Zheng,B.-J., Chan,K.-H., Yuen,K.-Y.",2012-03-30,,Common moorhen coronavirus HKU21,Deltacoronavirus,Coronaviridae,ssRNA(+),1214,,,1,spike glycoprotein,China: Hong Kong,China,,Gallinula chloropus,,2007,,PRJNA485481,spike glycoprotein [Common moorhen coronavirus HKU21]
YP_004070194,Feline infectious peritonitis virus,RefSeq,GCF_000856025.1,NC_002306,,"Haijema,B.J., de Groot-Mijnes,J.D.F., Vennema,H., Raamsman,M.J., Rottier,P.J.M., de Groot,R.J.",2010-12-17,79-1146,Alphacoronavirus 1,Alphacoronavirus,Coronaviridae,ssRNA(+),1452,2,,,spike protein,USA,USA,,,,,,PRJNA485481,spike protein [Feline infectious peritonitis virus]
YP_003858584,Bat coronavirus BM48-31/BGR/2008,RefSeq,GCF_000887595.1,NC_014470,,"Drexler,J.F., Gloza-Rausch,F., Glende,J., Corman,V.M., Muth,D., Goettsche,M., Seebens,A., Niedrig,M., Pfefferle,S., Yordanov,S., Zhelyazkov,L., Hermanns,U., Vallo,P., Lukashev,A., Muller,M.A., Deng,H., Herrler,G., Drosten,C.",2010-08-27,,Bat coronavirus BM48-31/BGR/2008,Betacoronavirus,Coronaviridae,ssRNA(+),1259,,,1,spike protein,Bulgaria,Bulgaria,,Rhinolophus blasii,,2008,,PRJNA485481,spike protein [Bat coronavirus BM48-31/BGR/2008]
YP_003029848,Rat coronavirus Parker,RefSeq,GCF_000886515.1,NC_012936,,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Weiss,S.",2009-07-13,,Murine coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),1360,,,,spike protein,,,,Rattus,,,,PRJNA485481,spike protein [Rat coronavirus Parker]
YP_002308497,Thrush coronavirus HKU12-600,RefSeq,GCF_000883335.1,NC_011549,,"Woo,P.C., Lau,S.K., Lam,C.S., Lai,K.K., Huang,Y., Lee,P., Luk,G.S., Dyrting,K.C., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Lam,C.S.F., Lai,K.K.Y., Luk,G.",2008-11-13,,Thrush coronavirus HKU12-600,Deltacoronavirus,Coronaviridae,ssRNA(+),1192,,,1,spike glycoprotein,Hong Kong,Hong Kong,,Turdus hortulorum,,2007-01,,PRJNA485481,spike glycoprotein [Thrush coronavirus HKU12-600]
YP_002308506,Munia coronavirus HKU13-3514,RefSeq,GCF_000880835.1,NC_011550,,"Woo,P.C., Lau,S.K., Lam,C.S., Lai,K.K., Huang,Y., Lee,P., Luk,G.S., Dyrting,K.C., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Lam,C.S.F., Lai,K.K.Y., Luk,G.",2008-11-13,,Munia coronavirus HKU13,Deltacoronavirus,Coronaviridae,ssRNA(+),1156,,,1,spike glycoprotein,Hong Kong,Hong Kong,,Lonchura striata,,2007-04,,PRJNA485481,spike glycoprotein [Munia coronavirus HKU13-3514]
YP_001941166,Turkey coronavirus,RefSeq,GCF_000880055.1,NC_010800,,"Gomaa,M.H., Barta,J.R., Ojkic,D., Yoo,D., Gomaa,M.",2008-06-03,MG10,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1226,,,1,spike protein,Canada,Canada,,Meleagris gallopavo,,,,PRJNA485481,spike protein [Turkey coronavirus]
YP_001876437,Beluga whale coronavirus SW1,RefSeq,GCF_000872845.1,NC_010646,,"Mihindukulasuriya,K.A., Wu,G., St Leger,J., Nordhausen,R.W., Wang,D., St. Leger,J.",2008-05-01,SW1,Beluga whale coronavirus SW1,Gammacoronavirus,Coronaviridae,ssRNA(+),1472,,,1,spike protein,,,,Delphinapterus leucas,,,,PRJNA485481,spike protein [Beluga whale coronavirus SW1]
YP_001718605,Bat coronavirus 1A,RefSeq,GCF_000879255.1,NC_010437,,"Chu,D.K., Peiris,J.S., Chen,H., Guan,Y., Poon,L.L., Chu,D.K.W., Peiris,J.S.M., Poon,L.L.M.",2008-03-13,,Miniopterus bat coronavirus 1,Alphacoronavirus,Coronaviridae,ssRNA(+),1375,,,1,spike protein,Hong Kong,Hong Kong,,,,,,PRJNA485481,spike protein [Bat coronavirus 1A]
YP_001718612,Miniopterus bat coronavirus HKU8,RefSeq,GCF_000879875.1,NC_010438,,"Chu,D.K.W., Peiris,J.S.M., Chen,H., Guan,Y., Poon,L.L.M.",2008-03-13,,Miniopterus bat coronavirus HKU8,Alphacoronavirus,Coronaviridae,ssRNA(+),1375,,,1,spike protein,Hong Kong,Hong Kong,,,,,,PRJNA485481,spike protein [Miniopterus bat coronavirus HKU8]
YP_001552236,Rhinolophus bat coronavirus HKU2,RefSeq,GCF_000875645.1,NC_009988,,"Lau,S.K., Woo,P.C., Li,K.S., Huang,Y., Wang,M., Lam,C.S., Xu,H., Guo,R., Chan,K.H., Zheng,B.J., Yuen,K.Y., Lau,S.K.P., Woo,P.C.Y., Li,K.S.M., Lam,C.S.F.",2007-11-20,,Rhinolophus bat coronavirus HKU2,Alphacoronavirus,Coronaviridae,ssRNA(+),1128,,,1,spike glycoprotein,,,,,,,,PRJNA485481,spike glycoprotein [Rhinolophus bat coronavirus HKU2]
YP_001351684,Scotophilus bat coronavirus 512,RefSeq,GCF_000870985.1,NC_009657,,"Tang,X.C., Zhang,J.X., Zhang,S.Y., Wang,P., Fan,X.H., Li,L.F., Li,G., Dong,B.Q., Liu,W., Cheung,C.L., Xu,K.M., Song,W.J., Vijaykrishna,D., Poon,L.L., Peiris,J.S., Smith,G.J., Chen,H., Guan,Y., Poon,L.L.M., Peiris,J.S.M., Smith,G.J.D.",2007-07-24,,Alphacoronavirus scotophili,Alphacoronavirus,Coronaviridae,ssRNA(+),1371,,,1,spike protein,,,,,,,,PRJNA485481,spike protein [Scotophilus bat coronavirus 512]
YP_001039953,Tylonycteris bat coronavirus HKU4,RefSeq,GCF_000870505.1,NC_009019,,"Luo,C.M., Wang,N., Yang,X.L., Liu,H.Z., Zhang,W., Li,B., Hu,B., Peng,C., Geng,Q.B., Zhu,G.J., Li,F., Shi,Z.L., Woo,P.C., Lau,S.K., Li,K.S., Tsang,A.K., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Wang,M., Xu,H.F., Poon,R.W.S., Guo,R.T., Wong,B.H.L., Gao,K., Tsoi,H.W., Huang,Y., Li,K.S.M., Chan,K.H., Zheng,B.J.",2007-02-21,,Tylonycteris bat coronavirus HKU4,Betacoronavirus,Coronaviridae,ssRNA(+),1352,,,3,spike glycoprotein,China: Guangdong province,China,,Chiroptera,,,,PRJNA485481,spike glycoprotein [Tylonycteris bat coronavirus HKU4]
YP_001039962,Pipistrellus bat coronavirus HKU5,RefSeq,GCF_000873025.1,NC_009020,,"Lau,S.K., Li,K.S., Tsang,A.K., Lam,C.S., Ahmed,S., Chen,H., Chan,K.H., Woo,P.C., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Wang,M., Xu,H.F., Poon,R.W.S., Guo,R.T., Wong,B.H.L., Gao,K., Tsoi,H.W., Huang,Y., Li,K.S.M., Zheng,B.J.",2007-02-21,,Pipistrellus bat coronavirus HKU5,Betacoronavirus,Coronaviridae,ssRNA(+),1352,,,3,spike glycoprotein,China: Guangdong province,China,,Chiroptera,,,,PRJNA485481,spike glycoprotein [Pipistrellus bat coronavirus HKU5]
YP_001039971,Rousettus bat coronavirus HKU9,RefSeq,GCF_000868045.1,NC_009021,,"Woo,P.C.Y., Lau,S.K.P., Wang,M., Xu,H.F., Poon,R.W.S., Guo,R.T., Wong,B.H.L., Gao,K., Tsoi,H.W., Huang,Y., Li,K.S.M., Chan,K.H., Zheng,B.J., Yuen,K.Y.",2007-02-21,,Betacoronavirus rousetti,Betacoronavirus,Coronaviridae,ssRNA(+),1274,,,1,spike glycoprotein,China: Guangdong province,China,,Chiroptera,,,,PRJNA485481,spike glycoprotein [Rousettus bat coronavirus HKU9]
YP_209233,Murine hepatitis virus strain JHM,RefSeq,set:AC_000192,AC_000192,,"Baker,S., Nielsen,E.M., Jukneliene,D., the PATRIC-BRC project (https://patric.vbi.vt.edu), the PATRIC-BRC project  (https://patric.vbi.vt.edu)",2005-02-22,,Murine coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),1376,,,,spike glycoprotein,,,,,,,,PRJNA485481,spike glycoprotein [Murine hepatitis virus strain JHM]
YP_173238,Human coronavirus HKU1,RefSeq,GCF_000858765.1,NC_006577,,"Woo,P.C., Lau,S.K., Chu,C.M., Chan,K.H., Tsoi,H.W., Huang,Y., Wong,B.H., Poon,R.W., Cai,J.J., Luk,W.K., Poon,L.L., Wong,S.S., Guan,Y., Peiris,J.S., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Wong,B.H.L., Wong,S.S.Y., Peiris,J.S.M.",2004-12-28,HKU1,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,ssRNA(+),1356,,,1,spike glycoprotein,,,,Homo sapiens,,,,PRJNA485481,spike glycoprotein [Human coronavirus HKU1]
YP_003767,Human coronavirus NL63,RefSeq,GCF_000853865.1,NC_005831,,"van der Hoek,L., Pyrc,K., Jebbink,M.F., Vermeulen-Oost,W., Berkhout,R.J., Wolthers,K.C., Wertheim-van Dillen,P.M., Kaandorp,J., Spaargaren,J., Berkhout,B., Berkhout,R.J.M., Wertheim-van Dillen,P.M.E.",2004-03-23,,Human coronavirus NL63,Alphacoronavirus,Coronaviridae,ssRNA(+),1356,,,1,spike protein,,,,,,,,PRJNA485481,spike protein [Human coronavirus NL63]
NP_598310,Porcine epidemic diarrhea virus,RefSeq,GCF_000848685.1,NC_003436,,"Kocherhans,R., Bridgen,A., Ackermann,M., Tobler,K., Carvajal,A., Duarte,M., Rasschaert,D., Laude,H.",2001-04-23,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1383,,,5,spike protein,,,,,,,,PRJNA485481,spike protein [Porcine epidemic diarrhea virus]
NP_058424,Transmissible gastroenteritis virus,RefSeq,GCF_002985995.1,NC_038861,,"Almazan,F., Gonzalez,J.M., Penzes,Z., Izeta,A., Calvo,E., Plana-Duran,J., Enjuanes,L.",2000-05-11,PUR46-MAD,Alphacoronavirus 1,Alphacoronavirus,Coronaviridae,ssRNA(+),1447,,,1,spike protein,USA:Indiana,USA,IN,Sus scrofa,,,,PRJNA485481,spike protein [Transmissible gastroenteritis virus]
NP_040831,Infectious bronchitis virus,RefSeq,GCF_000862965.1,NC_001451,,"Ziebuhr,J., Snijder,E.J., Gorbalenya,A.E., Brierley,I., Boursnell,M.E., Binns,M.M., Bilimoria,B., Blok,V.C., Brown,T.D., Inglis,S.C., Foulds,I.J., Green,P.F., Tomley,F.M., Cavanagh,D., Pappin,D.J.",1993-06-12,,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1162,,,8,spike protein,,,,,,,,PRJNA485481,spike protein [Infectious bronchitis virus]
XUA30083,Human coronavirus OC43,GenBank,,PV660300,,"Roychoudhury,P., Xie,H., Kim,H.G., Greninger,A.",2025-05-27,USA/OR-UW-0280f/2024,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),1358,,,,spike protein,USA: Oregon,USA,OR,Homo sapiens,,2024-01-28,,,spike protein [Human coronavirus OC43]
XSS90754,Porcine deltacoronavirus,GenBank,,PV593735,,"Liu,Y., Han,X.",2025-05-10,PDCoV/HNNY/2024,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike glycoprotein,China,China,,Sus scrofa,feces,2024-09,,,spike glycoprotein [Porcine deltacoronavirus]
XSG40880,Porcine epidemic diarrhea virus,GenBank,,PV524657,,"Ran,L., Wang,G., Zhu,P., Cai,Y., Shi,X., Deng,Q., Li,W.",2025-05-07,PEDV YNLC4 F2022,Alphacoronavirus porci,Alphacoronavirus,Coronaviridae,ssRNA(+),1384,,,,spike protein,China,China,,Sus scrofa,,2022-04-22,,,spike protein [Porcine epidemic diarrhea virus]
XSG41505,Porcine deltacoronavirus,GenBank,,PV580088,,"Zhang,Y., Liu,K., Xiao,S., Fang,L.",2025-05-07,DHeB1,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1159,,,,spike glycoprotein,China,China,,Sus scrofa,abdominal cavity,2017,,,spike glycoprotein [Porcine deltacoronavirus]
XLM37598,Avian coronavirus,GenBank,,PQ738163,,"Strydom,C., Abolnik,C.",2025-05-01,564876,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1166,,,1,spike glycoprotein,South Africa,South Africa,,Gallus gallus,,2019,,,spike glycoprotein [Avian coronavirus]
XLM37608,Avian coronavirus,GenBank,,PQ738164,,"Strydom,C., Abolnik,C.",2025-05-01,259214_S1,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1154,,,1,spike glycoprotein,South Africa,South Africa,,Gallus gallus,,2014,,,spike glycoprotein [Avian coronavirus]
XLM37616,Avian coronavirus,GenBank,,PQ738165,,"Strydom,C., Abolnik,C.",2025-05-01,238153,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1164,,,1,spike glycoprotein,South Africa,South Africa,,Gallus gallus,,2013,,,spike glycoprotein [Avian coronavirus]
XLM37631,Avian coronavirus,GenBank,,PQ738166,,"Strydom,C., Abolnik,C.",2025-05-01,174443,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1167,,,1,spike glycoprotein,South Africa,South Africa,,Gallus gallus,,2011,,,spike glycoprotein [Avian coronavirus]
XRL86390,Infectious bronchitis virus,GenBank,,PQ510737,,"Huang,Y.",2025-04-30,ck/CH/LGX/2008/03_H12,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2008,,,spike protein [Infectious bronchitis virus]
XRL86399,Infectious bronchitis virus,GenBank,,PQ510738,,"Huang,Y.",2025-04-30,ck/CH/LGD/2009/01_M13,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1155,,,,spike protein,China,China,,Gallus gallus,,2009,,,spike protein [Infectious bronchitis virus]
XRL86408,Infectious bronchitis virus,GenBank,,PQ510739,,"Huang,Y.",2025-04-30,CK/CH/GX/NN17,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1170,,,,spike protein,China,China,,Gallus gallus,,2017,,,spike protein [Infectious bronchitis virus]
XRL86417,Infectious bronchitis virus,GenBank,,PQ510740,,"Huang,Y.",2025-04-30,CK/CH/GX/NN23,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2023,,,spike protein [Infectious bronchitis virus]
XRL86426,Infectious bronchitis virus,GenBank,,PQ510741,,"Huang,Y.",2025-04-30,GX191219,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2019-12-19,,,spike protein [Infectious bronchitis virus]
XRL86435,Infectious bronchitis virus,GenBank,,PQ510742,,"Huang,Y.",2025-04-30,CK/CH/GX/YL21,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2021,,,spike protein [Infectious bronchitis virus]
XRL86444,Infectious bronchitis virus,GenBank,,PQ510743,,"Huang,Y.",2025-04-30,CK/CH/GX/ZS19,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike protein,China,China,,Gallus gallus,,2019,,,spike protein [Infectious bronchitis virus]
XRL86453,Infectious bronchitis virus,GenBank,,PQ510744,,"Huang,Y.",2025-04-30,ck/CH/LHN/2008/02_M14,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1155,,,,spike protein,China,China,,Gallus gallus,,2008,,,spike protein [Infectious bronchitis virus]
XRL86462,Infectious bronchitis virus,GenBank,,PQ510745,,"Huang,Y.",2025-04-30,CK/CH/HeN/LH20,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1171,,,,spike protein,China,China,,Gallus gallus,,2020,,,spike protein [Infectious bronchitis virus]
XRL86471,Infectious bronchitis virus,GenBank,,PQ510746,,"Huang,Y.",2025-04-30,CK/CH/HuN/NX21,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2021,,,spike protein [Infectious bronchitis virus]
XRL86480,Infectious bronchitis virus,GenBank,,PQ510747,,"Huang,Y.",2025-04-30,CK/CH/HeB/NX23,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2023,,,spike protein [Infectious bronchitis virus]
XRL86489,Infectious bronchitis virus,GenBank,,PQ510748,,"Huang,Y.",2025-04-30,CK/CH/JL/YB22,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2022,,,spike protein [Infectious bronchitis virus]
XRL86498,Infectious bronchitis virus,GenBank,,PQ510749,,"Huang,Y.",2025-04-30,CK/CH/JS/GY23,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2023,,,spike protein [Infectious bronchitis virus]
XRL86507,Infectious bronchitis virus,GenBank,,PQ510750,,"Huang,Y.",2025-04-30,CK/CH/JS/LYG16,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1156,,,,spike protein,China,China,,Gallus gallus,,2016,,,spike protein [Infectious bronchitis virus]
XRL86516,Infectious bronchitis virus,GenBank,,PQ510751,,"Huang,Y.",2025-04-30,JX/meilin/2019,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1164,,,,spike protein,China,China,,Gallus gallus,,2019-10-20,,,spike protein [Infectious bronchitis virus]
XRL86525,Infectious bronchitis virus,GenBank,,PQ510752,,"Huang,Y.",2025-04-30,DL,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1169,,,,spike protein,China,China,,Gallus gallus,,2018,,,spike protein [Infectious bronchitis virus]
XRL86534,Infectious bronchitis virus,GenBank,,PQ510753,,"Huang,Y.",2025-04-30,SD06051,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1162,,,,spike protein,China,China,,Gallus gallus,,2006,,,spike protein [Infectious bronchitis virus]
XRL86543,Infectious bronchitis virus,GenBank,,PQ510754,,"Huang,Y.",2025-04-30,SD06081,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1153,,,,spike protein,China,China,,Gallus gallus,,2006,,,spike protein [Infectious bronchitis virus]
XRL86552,Infectious bronchitis virus,GenBank,,PQ510755,,"Huang,Y.",2025-04-30,SD06111,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1156,,,,spike protein,China,China,,Gallus gallus,,2006,,,spike protein [Infectious bronchitis virus]
XRL86561,Infectious bronchitis virus,GenBank,,PQ510756,,"Huang,Y.",2025-04-30,SD06112,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1156,,,,spike protein,China,China,,Gallus gallus,,2006,,,spike protein [Infectious bronchitis virus]
XRL86570,Infectious bronchitis virus,GenBank,,PQ510757,,"Huang,Y.",2025-04-30,SD06121,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1162,,,,spike protein,China,China,,Gallus gallus,,2006,,,spike protein [Infectious bronchitis virus]
XRL86579,Infectious bronchitis virus,GenBank,,PQ510758,,"Huang,Y.",2025-04-30,SD07012,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1168,,,,spike protein,China,China,,Gallus gallus,,2007,,,spike protein [Infectious bronchitis virus]
XRL86588,Infectious bronchitis virus,GenBank,,PQ510759,,"Huang,Y.",2025-04-30,SD07021,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1156,,,,spike protein,China,China,,Gallus gallus,,2007,,,spike protein [Infectious bronchitis virus]
XRL86597,Infectious bronchitis virus,GenBank,,PQ510760,,"Huang,Y.",2025-04-30,SD07081,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2007,,,spike protein [Infectious bronchitis virus]
XRL86606,Infectious bronchitis virus,GenBank,,PQ510761,,"Huang,Y.",2025-04-30,SD07091,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2007,,,spike protein [Infectious bronchitis virus]
XRL86615,Infectious bronchitis virus,GenBank,,PQ510762,,"Huang,Y.",2025-04-30,SD07011,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2007,,,spike protein [Infectious bronchitis virus]
XRL86624,Infectious bronchitis virus,GenBank,,PQ510763,,"Huang,Y.",2025-04-30,SD08011,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2008,,,spike protein [Infectious bronchitis virus]
XRL86633,Infectious bronchitis virus,GenBank,,PQ510764,,"Huang,Y.",2025-04-30,SD08031,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2008,,,spike protein [Infectious bronchitis virus]
XRL86642,Infectious bronchitis virus,GenBank,,PQ510765,,"Huang,Y.",2025-04-30,SD0807,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2008,,,spike protein [Infectious bronchitis virus]
XRL86651,Infectious bronchitis virus,GenBank,,PQ510766,,"Huang,Y.",2025-04-30,SD08125,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2008,,,spike protein [Infectious bronchitis virus]
XRL86660,Infectious bronchitis virus,GenBank,,PQ510767,,"Huang,Y.",2025-04-30,QD2011,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1162,,,,spike protein,China,China,,Gallus gallus,,2011,,,spike protein [Infectious bronchitis virus]
XRL86669,Infectious bronchitis virus,GenBank,,PQ510768,,"Huang,Y.",2025-04-30,QD1707,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1162,,,,spike protein,China,China,,Gallus gallus,,2017,,,spike protein [Infectious bronchitis virus]
XRL86678,Infectious bronchitis virus,GenBank,,PQ510769,,"Huang,Y.",2025-04-30,QD1711,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1162,,,,spike protein,China,China,,Gallus gallus,,2017,,,spike protein [Infectious bronchitis virus]
XRL86687,Infectious bronchitis virus,GenBank,,PQ510770,,"Huang,Y.",2025-04-30,QD191121,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1156,,,,spike protein,China,China,,Gallus gallus,,2019-11-21,,,spike protein [Infectious bronchitis virus]
XRL86696,Infectious bronchitis virus,GenBank,,PQ510771,,"Huang,Y.",2025-04-30,QD191219,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2019-12-19,,,spike protein [Infectious bronchitis virus]
XRL86705,Infectious bronchitis virus,GenBank,,PQ510772,,"Huang,Y.",2025-04-30,QD191227,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1156,,,,spike protein,China,China,,Gallus gallus,,2019-12-27,,,spike protein [Infectious bronchitis virus]
XRL86714,Infectious bronchitis virus,GenBank,,PQ510773,,"Huang,Y.",2025-04-30,QD211224,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1169,,,,spike protein,China,China,,Gallus gallus,,2021-12-24,,,spike protein [Infectious bronchitis virus]
XRL86723,Infectious bronchitis virus,GenBank,,PQ510774,,"Huang,Y.",2025-04-30,QD220425-62,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2022-04-25,,,spike protein [Infectious bronchitis virus]
XRL86732,Infectious bronchitis virus,GenBank,,PQ510775,,"Huang,Y.",2025-04-30,QD220425-80,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1164,,,,spike protein,China,China,,Gallus gallus,,2022-04-25,,,spike protein [Infectious bronchitis virus]
XRL86741,Infectious bronchitis virus,GenBank,,PQ510776,,"Huang,Y.",2025-04-30,QD220601,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1169,,,,spike protein,China,China,,Gallus gallus,,2022-06-01,,,spike protein [Infectious bronchitis virus]
XRL86750,Infectious bronchitis virus,GenBank,,PQ510777,,"Huang,Y.",2025-04-30,QD220716-9,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1161,,,,spike protein,China,China,,Gallus gallus,,2022-07-16,,,spike protein [Infectious bronchitis virus]
XRL86759,Infectious bronchitis virus,GenBank,,PQ510778,,"Huang,Y.",2025-04-30,QD220824-20,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1162,,,,spike protein,China,China,,Gallus gallus,,2022-08-24,,,spike protein [Infectious bronchitis virus]
XRL86768,Infectious bronchitis virus,GenBank,,PQ510779,,"Huang,Y.",2025-04-30,QD220824-29,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1162,,,,spike protein,China,China,,Gallus gallus,,2022-08-24,,,spike protein [Infectious bronchitis virus]
XRL86777,Infectious bronchitis virus,GenBank,,PQ510780,,"Huang,Y.",2025-04-30,WF2011,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1169,,,,spike protein,China,China,,Gallus gallus,,2011,,,spike protein [Infectious bronchitis virus]
XRL86786,Infectious bronchitis virus,GenBank,,PQ510781,,"Huang,Y.",2025-04-30,YC1810,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike protein,China,China,,Gallus gallus,,2018-10-30,,,spike protein [Infectious bronchitis virus]
